profile pic,nums/length username,fullname words,nums/length fullname,name==username,description length,external URL,private,#posts,#followers,#follows,fake,#followers_capped,#follows_capped,#posts_capped,foll_to_following_ratio,short_bio,no_profile_pic,high_following
1,0.0,3,0.0,0,93,0,0,751,380510,0,0,380510,0,751,380510.0,0,0,0
1,0.0,2,0.0,0,4,0,1,4,132,183,0,132,183,4,0.717391304347826,1,0,0
1,0.0,2,0.0,0,1,0,1,27,162,208,0,162,208,27,0.7751196172248804,1,0,0
1,0.0,1,0.0,0,4,0,0,91,369,546,0,369,546,91,0.6745886654478976,1,0,0
1,0.0,0,0.0,0,23,0,0,262,1476,666,0,1476,666,262,2.212893553223388,0,0,0
1,0.0,3,0.0,0,91,1,0,274,1798,461,0,1798,461,274,3.8917748917748916,0,0,0
1,0.0,2,0.0,0,57,0,0,271,2118,1109,0,2118,1109,271,1.9081081081081082,0,0,1
1,0.0,1,0.0,0,108,1,0,713,812,432,0,812,432,713,1.8752886836027713,0,0,0
1,0.0,2,0.12,0,30,1,0,200,7217,761,0,7217,761,200,9.471128608923884,0,0,0
1,0.0,0,0.0,0,82,0,0,12,313,376,0,313,376,12,0.830238726790451,0,0,0
1,0.12,1,0.0,0,12,1,0,26,64,261,0,64,261,26,0.24427480916030533,0,0,0
1,0.0,2,0.0,0,54,0,0,75,1759,643,0,1759,643,75,2.731366459627329,0,0,0
1,0.0,1,0.0,0,0,0,1,94,404,283,0,404,283,94,1.4225352112676057,1,0,0
1,0.0,1,0.0,0,12,0,0,63,1843,598,0,1843,598,63,3.0767946577629384,0,0,0
1,0.12,2,0.0,0,0,0,0,69,320377,228,0,320377,228,69,1399.0262008733625,1,0,0
1,0.0,1,0.0,0,3,0,0,12,108,97,0,108,97,12,1.1020408163265305,1,0,0
1,0.0,1,0.0,0,39,1,0,63,384,447,0,384,447,63,0.8571428571428571,0,0,0
1,0.19,2,0.0,0,0,0,0,19,60,100,0,60,100,19,0.594059405940594,1,0,0
1,0.0,1,0.0,0,68,1,0,100,802,151,0,802,151,100,5.276315789473684,0,0,0
1,0.0,2,0.0,0,129,1,0,661,51145,528,0,51145,528,661,96.68241965973534,0,0,0
1,0.0,2,0.0,0,57,1,0,149,1582,1882,0,1582,1882,149,0.8401486988847584,0,0,1
1,0.0,2,0.0,0,64,0,0,22,223,266,0,223,266,22,0.8352059925093633,0,0,0
1,0.0,1,0.0,0,42,0,0,400,18842,744,0,18842,744,400,25.291275167785233,0,0,0
1,0.0,2,0.0,0,71,1,0,149,10240,1255,0,10240,1255,149,8.152866242038217,0,0,1
1,0.0,3,0.0,0,0,0,0,122,539,639,0,539,639,122,0.8421875,1,0,0
1,0.33,2,0.0,0,70,0,0,74,399,452,0,399,452,74,0.8807947019867549,0,0,0
1,0.0,1,0.0,0,74,0,0,13,581,568,0,581,568,13,1.0210896309314588,0,0,0
1,0.0,1,0.0,0,8,0,1,8,166,163,0,166,163,8,1.0121951219512195,1,0,0
1,0.0,2,0.0,0,35,0,0,77,417,362,0,417,362,77,1.1487603305785123,0,0,0
1,0.2,2,0.0,0,0,0,1,5,266,324,0,266,324,5,0.8184615384615385,1,0,0
1,0.0,1,0.0,0,0,0,1,3,33,37,0,33,37,3,0.868421052631579,1,0,0
1,0.0,2,0.0,0,28,0,1,106,494,998,0,494,998,106,0.4944944944944945,0,0,0
1,0.0,2,0.0,0,18,0,1,14,178,245,0,178,245,14,0.7235772357723578,0,0,0
1,0.0,3,0.0,0,28,0,0,172,470,288,0,470,288,172,1.6262975778546713,0,0,0
1,0.33,1,0.0,0,36,0,0,111,807,675,0,807,675,111,1.1937869822485208,0,0,0
1,0.0,2,0.0,0,2,0,0,38,162,256,0,162,256,38,0.6303501945525292,1,0,0
1,0.06,2,0.0,0,11,0,1,19,417,395,0,417,395,19,1.053030303030303,0,0,0
1,0.0,3,0.0,0,70,1,0,227,17303,360,0,17303,360,227,47.930747922437675,0,0,0
1,0.0,2,0.0,0,29,0,0,221,1439,629,0,1439,629,221,2.284126984126984,0,0,0
1,0.0,2,0.0,0,24,1,0,580,91446,526,0,91446,526,580,173.52182163187857,0,0,0
1,0.0,3,0.0,0,21,1,0,40,824,489,0,824,489,40,1.6816326530612244,0,0,0
1,0.0,1,0.0,0,81,0,0,101,741,1440,0,741,1440,101,0.5142262317834837,0,0,1
1,0.0,1,0.0,0,34,1,1,157,1267,899,0,1267,899,157,1.4077777777777778,0,0,0
1,0.0,0,0.0,0,40,0,0,197,4594,1713,0,4594,1713,197,2.680280046674446,0,0,1
1,0.0,1,0.0,0,12,0,0,61,1135,899,0,1135,899,61,1.261111111111111,0,0,0
1,0.0,2,0.0,0,0,0,1,698,1926,1410,0,1926,1410,698,1.3649893692416726,1,0,1
1,0.0,2,0.0,0,59,0,1,49,1068,1925,0,1068,1925,49,0.5545171339563862,0,0,1
1,0.0,1,0.0,0,15,0,1,85,815,748,0,815,748,85,1.0881174899866488,0,0,0
1,0.0,2,0.0,0,54,0,0,77,565,469,0,565,469,77,1.202127659574468,0,0,0
1,0.0,1,0.0,0,16,0,0,58,2556,1074,0,2556,1074,58,2.3776744186046512,0,0,1
1,0.0,2,0.0,0,73,0,1,232,1312,935,0,1312,935,232,1.4017094017094016,0,0,0
1,0.0,1,0.0,0,24,0,0,20,699,599,0,699,599,20,1.165,0,0,0
1,0.0,0,0.0,0,0,0,0,98,4328,418,0,4328,418,98,10.329355608591886,1,0,0
1,0.0,0,0.0,0,26,1,0,559,2487,999,0,2487,999,559,2.487,0,0,0
1,0.0,3,0.0,0,0,0,0,189,673,438,0,673,438,189,1.5330296127562641,1,0,0
1,0.0,2,0.0,0,0,0,1,388,730,413,0,730,413,388,1.7632850241545894,1,0,0
1,0.0,0,0.0,0,0,0,1,28,59,55,0,59,55,28,1.0535714285714286,1,0,0
1,0.0,3,0.0,0,0,0,1,156,289,222,0,289,222,156,1.295964125560538,1,0,0
1,0.0,1,0.0,0,28,0,1,6,19,20,0,19,20,6,0.9047619047619048,0,0,0
1,0.0,2,0.0,0,55,1,0,69,3551,173,0,3551,173,69,20.408045977011493,0,0,0
1,0.0,1,0.0,0,140,1,0,775,19512,591,0,19512,591,775,32.95945945945946,0,0,0
1,0.0,0,0.0,0,122,1,0,205,2756,638,0,2756,638,205,4.312989045383412,0,0,0
1,0.0,2,0.0,0,113,1,0,209,5406,589,0,5406,589,209,9.162711864406779,0,0,0
1,0.0,2,0.0,0,38,0,1,334,459,390,0,459,390,334,1.173913043478261,0,0,0
1,0.0,2,0.0,0,0,0,0,9,218,75,0,218,75,9,2.8684210526315788,1,0,0
1,0.0,2,0.0,0,23,0,0,6,796,1155,0,796,1155,6,0.6885813148788927,0,0,1
1,0.0,1,0.0,0,0,0,0,416,1113,1854,0,1113,1854,416,0.6,1,0,1
1,0.2,1,0.0,0,89,0,1,13,138,208,0,138,208,13,0.6602870813397129,0,0,0
1,0.44,1,0.0,0,30,0,1,33,205,164,0,205,164,33,1.2424242424242424,0,0,0
1,0.0,1,0.0,0,0,0,0,1,331,333,0,331,333,1,0.9910179640718563,1,0,0
1,0.1,1,0.1,0,0,0,0,711,748,4659,0,748,4659,711,0.16051502145922747,1,0,1
1,0.0,1,0.0,0,0,0,0,114,490,1093,0,490,1093,114,0.44789762340036565,1,0,1
1,0.0,1,0.08,0,12,0,1,16,456,413,0,456,413,16,1.1014492753623188,0,0,0
1,0.0,0,0.0,0,123,1,0,107,971,2047,0,971,2047,107,0.47412109375,0,0,1
1,0.24,1,0.24,0,0,0,0,5,497,438,0,497,438,5,1.132118451025057,1,0,0
1,0.14,2,0.0,0,0,0,1,7,99,132,0,99,132,7,0.7443609022556391,1,0,0
1,0.0,0,0.0,0,0,0,1,21,193,413,0,193,413,21,0.46618357487922707,1,0,0
1,0.0,2,0.0,0,40,0,0,65,492,689,0,492,689,65,0.7130434782608696,0,0,0
1,0.29,2,0.0,0,0,0,0,10,167,164,0,167,164,10,1.0121212121212122,1,0,0
1,0.0,2,0.0,0,33,0,1,59,99,178,0,99,178,59,0.553072625698324,0,0,0
1,0.0,0,0.0,0,0,0,1,137,916,1142,0,916,1142,137,0.8013998250218722,1,0,1
1,0.0,2,0.0,0,5,0,1,10,196,209,0,196,209,10,0.9333333333333333,1,0,0
1,0.0,1,0.0,0,0,0,1,571,765,424,0,765,424,571,1.8,1,0,0
1,0.18,2,0.0,0,23,0,1,24,45,80,0,45,80,24,0.5555555555555556,0,0,0
1,0.0,1,0.0,0,35,1,0,328,634,719,0,634,719,328,0.8805555555555555,0,0,0
1,0.0,4,0.0,0,150,1,0,161,1383,7500,0,1383,7500,161,0.18437541661111853,0,0,1
1,0.0,1,0.0,0,26,0,1,280,650,703,0,650,703,280,0.9232954545454546,0,0,0
1,0.0,2,0.0,0,149,0,1,92,484,3296,0,484,3296,92,0.14680012132241432,0,0,1
1,0.0,3,0.0,0,129,0,0,31,200,270,0,200,270,31,0.7380073800738007,0,0,0
1,0.0,2,0.0,0,0,0,0,0,192,65,0,192,65,0,2.909090909090909,1,0,0
1,0.0,0,0.0,0,18,0,1,25,553,610,0,553,610,25,0.9050736497545008,0,0,0
1,0.0,2,0.0,0,74,1,0,921,27477,7202,0,27477,7202,921,3.8146605581007913,0,0,1
1,0.0,2,0.0,0,0,1,1,1020,464,1039,0,464,1039,1020,0.4461538461538462,1,0,1
1,0.0,1,0.0,0,59,0,0,301,1057,524,0,1057,524,301,2.013333333333333,0,0,0
1,0.0,3,0.0,0,148,0,0,9,413,138,0,413,138,9,2.971223021582734,0,0,0
1,0.0,0,0.0,0,0,1,0,158,389,806,0,389,806,158,0.48203221809169766,1,0,0
1,0.29,1,0.0,0,15,0,0,43,505,503,0,505,503,43,1.001984126984127,0,0,0
1,0.0,12,0.0,0,46,0,1,24,941,1208,0,941,1208,24,0.7783291976840364,0,0,1
1,0.0,2,0.0,0,5,0,1,60,2598,802,0,2598,802,60,3.2353673723536738,1,0,0
1,0.0,1,0.0,0,98,0,0,4,59,111,0,59,111,4,0.5267857142857143,0,0,0
1,0.0,2,0.0,0,55,0,0,220,622,475,0,622,475,220,1.3067226890756303,0,0,0
1,0.0,2,0.0,0,19,1,0,1159,2719,1061,0,2719,1061,1159,2.5602636534839927,0,0,1
1,0.36,5,0.0,0,71,0,0,8,216,305,0,216,305,8,0.7058823529411765,0,0,0
1,0.22,2,0.0,0,133,0,0,396,881,375,0,881,375,396,2.3430851063829787,0,0,0
1,0.08,2,0.0,0,150,1,0,38,870,72,0,870,72,38,11.917808219178083,0,0,0
1,0.0,2,0.0,0,43,0,1,1,265,371,0,265,371,1,0.7123655913978495,0,0,0
1,0.15,2,0.0,0,37,0,1,2,1204,633,0,1204,633,2,1.8990536277602523,0,0,0
1,0.0,1,0.0,0,35,0,1,43,655,1016,0,655,1016,43,0.6440511307767945,0,0,1
1,0.0,2,0.0,0,87,0,0,131,1662,1065,0,1662,1065,131,1.5590994371482176,0,0,1
1,0.14,2,0.0,0,59,0,0,7,14222,7399,0,14222,7399,7,1.921891891891892,0,0,1
1,0.0,2,0.0,0,0,0,0,57,483,1216,0,483,1216,57,0.39687756778964667,1,0,1
1,0.0,3,0.0,0,0,0,0,36,1204,2928,0,1204,2928,36,0.4110617958347559,1,0,1
1,0.0,2,0.0,0,9,0,1,91,408,635,0,408,635,91,0.6415094339622641,1,0,0
1,0.0,2,0.0,0,12,0,1,8,303,417,0,303,417,8,0.7248803827751196,0,0,0
1,0.1,0,0.0,0,0,0,0,11,125,101,0,125,101,11,1.2254901960784315,1,0,0
1,0.09,1,0.0,0,0,0,0,252,229,383,0,229,383,252,0.5963541666666666,1,0,0
1,0.15,3,0.0,0,95,1,1,15,357,489,0,357,489,15,0.7285714285714285,0,0,0
1,0.0,1,0.0,0,0,0,0,74,137,96,0,137,96,74,1.4123711340206186,1,0,0
1,0.0,2,0.0,0,46,0,1,83,255,535,0,255,535,83,0.47574626865671643,0,0,0
1,0.0,3,0.0,0,123,0,1,126,87,399,0,87,399,126,0.2175,0,0,0
1,0.0,6,0.0,0,117,1,0,663,326946,3,0,326946,3,663,81736.5,0,0,0
1,0.0,1,0.0,0,26,0,1,0,114,446,0,114,446,0,0.2550335570469799,0,0,0
1,0.0,0,0.0,0,0,0,1,10,167,387,0,167,387,10,0.43041237113402064,1,0,0
1,0.0,2,0.0,0,58,0,1,8,1247,1196,0,1247,1196,8,1.0417710944026735,0,0,1
1,0.0,1,0.0,0,0,0,0,24,585,1364,0,585,1364,24,0.42857142857142855,1,0,1
1,0.0,1,0.0,0,30,0,1,65,135,232,0,135,232,65,0.5793991416309013,0,0,0
1,0.0,3,0.0,0,62,1,0,64,722,261,0,722,261,64,2.7557251908396947,0,0,0
1,0.45,1,0.25,0,137,1,0,664,714,1159,0,714,1159,664,0.6155172413793103,0,0,1
1,0.0,2,0.0,0,149,1,0,130,39867,4664,0,39867,4664,130,8.545980707395499,0,0,1
0,0.0,0,0.0,0,14,0,1,131,533,1060,0,533,1060,131,0.5023562676720076,0,1,1
1,0.0,2,0.0,0,19,0,1,917,1158,3932,0,1158,3932,917,0.2944317315026697,0,0,1
1,0.0,10,0.0,0,131,1,0,2,45834,280,0,45834,280,2,163.1103202846975,0,0,0
1,0.0,2,0.0,0,0,0,0,142,876,529,0,876,529,142,1.6528301886792454,1,0,0
1,0.09,5,0.0,0,5,0,0,165,3003,455,0,3003,455,165,6.5855263157894735,1,0,0
1,0.09,2,0.0,0,0,0,0,80,1298,407,0,1298,407,80,3.1813725490196076,1,0,0
1,0.0,2,0.0,0,11,0,1,32,3800,278,0,3800,278,32,13.620071684587813,0,0,0
1,0.0,2,0.0,0,0,0,1,81,1358,127,0,1358,127,81,10.609375,1,0,0
1,0.0,2,0.0,0,27,1,0,334,6741307,111,0,1000000,111,334,8928.57142857143,0,0,0
1,0.38,2,0.0,0,10,1,0,8,791,456,0,791,456,8,1.7308533916849016,0,0,0
1,0.0,2,0.0,0,72,1,0,373,732075,363,0,732075,363,373,2011.1950549450548,0,0,0
1,0.0,2,0.0,0,3,0,1,56,373,360,0,373,360,56,1.0332409972299168,1,0,0
1,0.0,3,0.0,0,51,0,1,7,162,311,0,162,311,7,0.5192307692307693,0,0,0
1,0.0,1,0.0,0,44,0,1,12,309,364,0,309,364,12,0.8465753424657534,0,0,0
1,0.0,2,0.0,0,0,0,0,5,135,176,0,135,176,5,0.7627118644067796,1,0,0
1,0.0,2,0.0,0,73,1,0,77,244,172,0,244,172,77,1.4104046242774566,0,0,0
1,0.18,1,0.0,0,70,0,1,93,67,149,0,67,149,93,0.44666666666666666,0,0,0
1,0.0,2,0.0,0,35,0,0,192,984,76,0,984,76,192,12.779220779220779,0,0,0
1,0.0,2,0.0,0,13,0,1,8,751,1223,0,751,1223,8,0.613562091503268,0,0,1
1,0.0,4,0.25,0,105,0,1,145,781,529,0,781,529,145,1.4735849056603774,0,0,0
1,0.0,1,0.33,0,91,0,0,135,1761,905,0,1761,905,135,1.9437086092715232,0,0,0
1,0.14,2,0.0,0,0,0,1,18,318,523,0,318,523,18,0.6068702290076335,1,0,0
1,0.0,2,0.0,0,48,0,0,222,5282,652,0,5282,652,222,8.088820826952526,0,0,0
1,0.0,2,0.0,0,48,0,0,222,5282,652,0,5282,652,222,8.088820826952526,0,0,0
1,0.0,2,0.0,0,126,1,1,5,228,238,0,228,238,5,0.9539748953974896,0,0,0
1,0.0,2,0.0,0,0,1,1,119,393,502,0,393,502,119,0.7813121272365805,1,0,0
1,0.0,2,0.0,0,53,0,0,201,875,754,0,875,754,201,1.1589403973509933,0,0,0
1,0.0,0,0.0,0,8,0,1,12,173,373,0,173,373,12,0.4625668449197861,1,0,0
1,0.0,1,0.0,0,67,0,0,301,3896490,351,0,1000000,351,301,2840.909090909091,0,0,0
1,0.0,1,0.0,0,20,0,0,20,106,133,0,106,133,20,0.7910447761194029,0,0,0
1,0.08,2,0.0,0,26,1,0,112,206,32,0,206,32,112,6.242424242424242,0,0,0
1,0.0,0,0.0,0,86,0,1,54,259,1371,0,259,1371,54,0.18877551020408162,0,0,1
1,0.0,1,0.0,0,51,0,1,98,1013,996,0,1013,996,98,1.0160481444332998,0,0,0
1,0.11,4,0.0,0,26,1,0,16,738,544,0,738,544,16,1.3541284403669724,0,0,0
1,0.0,0,0.0,0,18,0,1,133,1008,517,0,1008,517,133,1.945945945945946,0,0,0
1,0.0,2,0.0,0,96,1,0,142,2441,396,0,2441,396,142,6.148614609571789,0,0,0
1,0.0,2,0.0,0,17,0,0,63,416,292,0,416,292,63,1.4197952218430034,0,0,0
1,0.0,2,0.0,0,0,0,1,70,516,463,0,516,463,70,1.1120689655172413,1,0,0
1,0.0,2,0.0,0,62,1,0,403,8711,345,0,8711,345,403,25.17630057803468,0,0,0
1,0.0,2,0.0,0,86,0,0,15,433,584,0,433,584,15,0.7401709401709402,0,0,0
1,0.0,2,0.0,0,148,1,0,990,18515,1000,0,18515,1000,990,18.496503496503497,0,0,0
1,0.0,2,0.0,0,1,0,1,12,70,67,0,70,67,12,1.0294117647058822,1,0,0
1,0.22,3,0.0,0,39,0,0,26,5863,157,0,5863,157,26,37.107594936708864,0,0,0
1,0.36,2,0.0,0,35,0,0,2,1677,716,0,1677,716,2,2.3389121338912133,0,0,0
1,0.0,0,0.0,0,103,0,0,24,617,272,0,617,272,24,2.26007326007326,0,0,0
1,0.0,2,0.0,0,0,1,0,411,31182,414,0,31182,414,411,75.13734939759036,1,0,0
1,0.0,2,0.0,0,61,0,1,217,1152,292,0,1152,292,217,3.931740614334471,0,0,0
1,0.15,1,0.0,0,44,0,0,156,8578,164,0,8578,164,156,51.987878787878785,0,0,0
1,0.0,1,0.0,0,0,0,0,389,4347,748,0,4347,748,389,5.803738317757009,1,0,0
1,0.0,1,0.0,0,0,0,1,8,319,335,0,319,335,8,0.9494047619047619,1,0,0
1,0.0,1,0.0,0,0,0,1,3,189,177,0,189,177,3,1.0617977528089888,1,0,0
1,0.0,1,0.0,0,112,0,1,22,743,331,0,743,331,22,2.2379518072289155,0,0,0
1,0.18,1,0.0,0,123,0,0,59,11204,124,0,11204,124,59,89.632,0,0,0
1,0.0,3,0.0,0,24,0,1,144,419,271,0,419,271,144,1.5404411764705883,0,0,0
1,0.0,2,0.0,0,34,0,0,2,81,268,0,81,268,2,0.30111524163568776,0,0,0
1,0.0,1,0.0,0,19,0,0,78,947,582,0,947,582,78,1.6243567753001715,0,0,0
1,0.0,2,0.0,0,0,0,0,28,206,333,0,206,333,28,0.6167664670658682,1,0,0
1,0.0,2,0.0,0,42,0,0,111,541,701,0,541,701,111,0.7706552706552706,0,0,0
1,0.18,3,0.0,0,50,0,0,6,392,237,0,392,237,6,1.6470588235294117,0,0,0
1,0.22,5,0.0,0,67,0,0,4,4177,3678,0,4177,3678,4,1.1353628703452026,0,0,1
1,0.17,2,0.0,0,134,1,0,31,265,321,0,265,321,31,0.8229813664596274,0,0,0
1,0.0,2,0.0,0,101,0,0,86,272,1486,0,272,1486,86,0.18291862811028917,0,0,1
1,0.0,2,0.0,0,0,0,0,240,425,917,0,425,917,240,0.46296296296296297,1,0,0
1,0.0,3,0.0,0,0,0,1,11,150,178,0,150,178,11,0.8379888268156425,1,0,0
1,0.0,2,0.0,0,17,0,1,44,711,673,0,711,673,44,1.0548961424332344,0,0,0
1,0.0,2,0.0,0,0,0,1,9,89,121,0,89,121,9,0.7295081967213115,1,0,0
1,0.0,2,0.0,0,32,0,1,62,742,653,0,742,653,62,1.1345565749235473,0,0,0
1,0.0,2,0.0,0,0,0,0,0,96,50,0,96,50,0,1.8823529411764706,1,0,0
1,0.0,1,0.0,1,80,1,1,15,77,107,0,77,107,15,0.7129629629629629,0,0,0
1,0.0,2,0.0,0,2,0,1,53,195,395,0,195,395,53,0.49242424242424243,1,0,0
1,0.0,2,0.0,0,0,0,1,2,9,13,0,9,13,2,0.6428571428571429,1,0,0
1,0.0,1,0.0,0,146,1,0,52,10794,3164,0,10794,3164,52,3.41042654028436,0,0,1
1,0.19,0,0.0,0,0,0,0,1,104,15,0,104,15,1,6.5,1,0,0
1,0.0,0,0.0,0,0,1,1,62,318,569,0,318,569,62,0.5578947368421052,1,0,0
1,0.18,1,0.0,0,0,0,0,247,355,137,0,355,137,247,2.572463768115942,1,0,0
1,0.31,1,0.0,0,0,0,1,9,99,488,0,99,488,9,0.20245398773006135,1,0,0
1,0.0,0,0.0,0,6,0,0,13,300,372,0,300,372,13,0.8042895442359249,1,0,0
1,0.15,1,0.0,0,0,0,0,204,139,61,0,139,61,204,2.2419354838709675,1,0,0
1,0.0,2,0.0,0,0,0,1,0,13,77,0,13,77,0,0.16666666666666666,1,0,0
1,0.22,1,0.14,0,0,0,1,51,606,430,0,606,430,51,1.406032482598608,1,0,0
1,0.0,1,0.0,0,64,0,0,15,428,333,0,428,333,15,1.281437125748503,0,0,0
1,0.0,1,0.0,0,0,0,0,108,494,545,0,494,545,108,0.9047619047619048,1,0,0
1,0.24,0,0.0,0,0,0,1,353,1261,2187,0,1261,2187,353,0.5763254113345521,1,0,1
1,0.0,1,0.0,0,0,0,1,5,68,87,0,68,87,5,0.7727272727272727,1,0,0
1,0.0,2,0.0,0,49,1,0,560,205558,53,0,205558,53,560,3806.6296296296296,0,0,0
1,0.0,2,0.0,0,23,0,0,85,668,609,0,668,609,85,1.0950819672131147,0,0,0
1,0.0,2,0.0,0,120,1,0,95,1456,555,0,1456,555,95,2.618705035971223,0,0,0
1,0.14,2,0.0,0,34,0,0,14,410,387,0,410,387,14,1.056701030927835,0,0,0
1,0.0,3,0.0,0,25,0,1,52,298,555,0,298,555,52,0.5359712230215827,0,0,0
1,0.0,2,0.0,0,0,0,1,7,254,345,0,254,345,7,0.7341040462427746,1,0,0
1,0.0,2,0.0,0,12,0,0,197,1070,1072,0,1070,1072,197,0.9972041006523765,0,0,1
1,0.17,2,0.0,0,0,0,1,89,1167,618,0,1167,618,89,1.8852988691437802,1,0,0
1,0.0,2,0.0,0,9,0,1,34,335,300,0,335,300,34,1.1129568106312293,1,0,0
1,0.08,2,0.0,0,1,0,0,283,346,426,0,346,426,283,0.810304449648712,1,0,0
1,0.0,2,0.0,0,18,0,1,65,1746,1631,0,1746,1631,65,1.0698529411764706,0,0,1
1,0.0,2,0.0,0,34,0,1,126,268,370,0,268,370,126,0.7223719676549866,0,0,0
1,0.0,3,0.0,0,23,0,1,327,537,1002,0,537,1002,327,0.5353938185443669,0,0,1
1,0.0,1,0.0,0,19,0,1,42,805,488,0,805,488,42,1.6462167689161553,0,0,0
1,0.0,2,0.0,0,139,0,0,36,1504,52,0,1504,52,36,28.37735849056604,0,0,0
1,0.0,2,0.0,0,13,0,1,3,104,119,0,104,119,3,0.8666666666666667,0,0,0
1,0.0,2,0.0,0,50,0,0,53,380,462,0,380,462,53,0.8207343412526998,0,0,0
1,0.0,3,0.0,0,46,1,1,7,257,346,0,257,346,7,0.7406340057636888,0,0,0
1,0.0,1,0.0,0,30,0,1,103,1775,7500,0,1775,7500,103,0.2366351153179576,0,0,1
1,0.3,2,0.0,0,26,0,1,241,1456,1200,0,1456,1200,241,1.212323064113239,0,0,1
